"UPRN","ORGANISATION","Sub_Building_No","Sub_Building_Name","Building_Number","THOROUGHFARE","LOCALITY","TOWN","POSTCODE","FULL_ADDRESS","WARD_NAME","PRIMARY_DESCRIPTION","SECONDARY_DESCRIPTION","TERTIARY_DESCRIPTION","X","Y","LOGICAL_STATUS","RPA_DESCRIPTION","PARTIAL_ADDRESS"
10090818717,"COASTGUARD LOOKOUT STATION","","COASTGUARD LOOKOUT STATION","","HENGISTBURY HEAD","","BOURNEMOUTH","BH6 4EW","COASTGUARD LOOKOUT STATION, BOURNEMOUTH, BH6 4EW","EAST SOUTHBOURNE AND TUCKTON","Commercial","Emergency and Rescue Services","Coastguard Station",417125.2600,90645.5000,"Approved Preferred","Visual centre","COASTGUARD LOOKOUT STATION, HENGISTBURY HEAD"
